央视,#genre#
江苏｜苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
江苏｜苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
江苏｜苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
江苏｜苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
江苏｜靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
江苏｜靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江西｜卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
江西｜赣州公共,http://wb.jxgztv.com/live/gztv2.flv
江西｜赣州教育,http://wb.jxgztv.com/live/gztv3.flv
江西｜赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
内蒙古卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010109/1.m3u8
内蒙古｜农牧,http://api2.52tb.xyz/info?id=886&token=20230405tndmhg
内蒙古｜新闻,http://api2.52tb.xyz/info?id=781&token=20230405tndmhg
内蒙古｜包头新闻,http://live.btgdt.com/channels/btgd/xwzh/flv:500k/live
内蒙古｜包头新闻,http://live.btgdt.com/channels/btgd/xwzh/m3u8:500k/live
内蒙古｜鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
内蒙古｜鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?
内蒙古｜鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd
内蒙古｜可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
宁夏｜卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.flv
宁夏｜公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.flv
宁夏｜经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.flv
宁夏｜文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.flv
宁夏｜少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.flv
宁夏｜吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd
宁夏｜吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd
宁夏｜安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902
宁夏｜安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
宁夏｜安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
宁夏｜门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
宁夏｜化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
宁夏｜民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
宁夏｜兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
宁夏｜大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
宁夏｜湟中电视台,http://livecdn.dmqhyadmin.com/hls/xjhuangzhong.m3u8
宁夏｜西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
宁夏｜西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/playlist.m3u8
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=a7ec5e491648026933
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
宁夏｜青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8
宁夏｜青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
宁夏｜青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
宁夏｜青海综合,http://lmt.scqstv.com/live1/live1.m3u8
山东｜卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东｜青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd
山东｜青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd
山东｜烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
山东｜烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
山东｜烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
山东｜烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
山东｜烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
山东｜烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
山东｜烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
山东｜枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
山东｜枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
山东｜枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
山东｜菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
山东｜菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
山东｜菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
山东｜菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500k/tzwj_video.m3u8
山西｜卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759
山西｜卫视,http://live.cooltv.top/tv/tide.php?id=sxiws2
山西｜卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西｜经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西｜社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西｜文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
山西｜影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西｜黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
山西｜经济,http://live.cooltv.top/tv/cutv.php?id=sxjj
山西｜经济,http://live.cooltv.top/tv/tide.php?id=sxjj
山西｜社会与法治,http://live.cooltv.top/tv/cutv.php?id=sxkj
山西｜社会与法治,http://live.cooltv.top/tv/tide.php?id=sxshfz
山西｜社会与法治,http://api2.52tb.xyz/info?id=642&token=20230405tndmhg
山西｜文体生活,http://live.cooltv.top/tv/tide.php?id=sxwtsh
山西｜文体生活,http://live.cooltv.top/tv/cutv.php?id=sxgg
山西｜影视,http://live.cooltv.top/tv/cutv.php?id=sxys
山西｜影视,http://live.cooltv.top/tv/tide.php?id=sxys
山西｜黄河,http://live.cooltv.top/tv/cutv.php?id=sxhh
山西｜吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西｜吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
山西｜定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
山西｜晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
山西｜晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
山西｜晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
山西｜晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
山西｜武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
山西｜潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
